UniqueIdentifier,Name,CASNumber,SRSID,SampleFractionRequired,AnalyticalMethodRequired,MethodSpeciationRequired,PickList,GroupName,DomainValueStatus,Description,ComparableName,LastChangeDate
19803,5-Chloro-perfluoropentanoic acid,66443-79-6,1849966,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
16044,5-Chloromethoxy triclosan,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
18851,5-Chloroperfluoropentanoyl fluoride,261503-68-8,1849360,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:37-04:00
22722,"5-Decen-1-ol, 7,7,8,8,9,9,10,10,10-nonafluoro-, compd. with acetic acid (1:1)",137648-84-1,1849107,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:49-04:00
63774,"5-Fluoro-1-(3,3,4,4,4-pentafluorobutyl)pyrazolo[3,4-b]pyridine-3-carboximidamide",,1992433,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
18995,"5-Fluoro-2-(1,1,2,2-tetrafluoro-2-phenylethyl)benzonitrile",61547-74-8,1973444,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
63794,"5-Fluoro-3-iodo-1-(3,3,4,4,4-pentafluorobutyl)-1H-pyrazolo[3,4-b]pyridine",,1992434,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
19651,"5-Fluoro-5,7,7-tris(trifluoromethyl)-6-(2,2,2-trifluoro-1-(trifluoromethyl)ethylidene)-1,4-dioxepane",94333-56-9,1844665,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
16949,"5-Fluoro-6-(pentafluoroethyl)pyrimidine-2,4(1H,3H)-dione",885-05-2,1973811,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
16043,5-Fluorouracil,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
65485,"5-Hexen-2-ol, 1,1,1,5,6,6-hexafluoro-3-(2-propen-1-yl)-2-(trifluoromethyl)-",795298-34-9,1984432,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-19T12:00:00-05:00
5161,5-Hexen-2-one,109-49-9,25882,N,N,N,N,Not Assigned,Accepted,; Request Date: 14-APR-15,,2015-04-14T03:35:03-04:00
5188,"5-Hexen-2-one, 5-methyl-",3240-09-3,113480,N,N,N,N,Not Assigned,Accepted,Request Date: 15-Apr-15 (nps.gov cas# review),,2019-10-31T10:44:01-04:00
22146,"5-Hexenoic acid, 2,2,3,3,4,4,5,6,6-nonafluoro-, sodium salt (1:1)",45187-32-4,1850845,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
19447,"5-Hydroxy-3,7-bis{2,2,3,3-tetrafluoro-3-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]propyl}-4,5,6,7-tetrahydro-3H-2,8-benzodioxacycloundecine-1,9-dione",62478-08-4,1973475,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:39-04:00
335,5-Hydroxydicamba,7600-50-2,52450384,Y,N,N,N,"Organics, Pesticide",Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:06-05:00
5307,5-Hydroxyimidacloprid,380912-09-4,,N,N,N,N,"Organics, Pesticide",Accepted,; Request Date: 13-MAY-15,,2015-05-13T10:07:28-04:00
16042,5-Hydroxyvalproic acid,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
19708,5-Iodoperfluoro-3-oxapentanesulfonyl fluoride,66137-74-4,1844670,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
26583,"5-Isoxazolol, 4,5-dihydro-3-phenyl-5-(1,1,2,2-tetrafluoroethyl)-",184293-63-8,1983623,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
65109,"5-Methyl-2-(1,2,2,2-tetrafluoroethyl)pyridine",16876-49-6,1988898,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
6871,5-Methyl-2-hexene,3404-62-4,115477,N,N,N,N,Not Assigned,Accepted,; Request Date: 11-JAN-18,,2018-01-11T10:06:52-05:00
22336,"5-Methyl-5-[(2,2,3,3,4,4,5,5-octafluoropentyl)oxy]hex-1-en-3-yne",85915-52-2,1849071,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:48-04:00
19697,"5-Methyl-6-[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulfanyl]hexahydro-4,7-methano-2-benzofuran-1,3-dione",94413-32-8,1844671,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
4875,5-Methylchrysene,3697-24-3,118240,N,N,N,N,Not Assigned,Accepted,; Request Date: 01-MAY-14,,2014-05-01T09:00:00-04:00
4825,5-Methylchrysene/6-Methylchrysene,,,N,N,N,N,Not Assigned,Accepted,; Request Date: 31-MAR-14,,2014-03-31T09:00:00-04:00
9160,"5-Methylcyclopenta-1,3-diene",96-38-8,,N,N,N,N,Not Assigned,Accepted,,,2020-01-23T08:25:27-05:00
9161,5-Methylhexan-3-one,623-56-3,,N,N,N,N,Not Assigned,Accepted,,,2020-01-23T08:25:27-05:00
482,5-Methylindan,874-35-1,72876,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:06-05:00
5156,5-Nitro-o-anisidine,99-59-2,18788,N,N,N,N,Not Assigned,Accepted,; Request Date: 14-APR-15,,2015-04-14T03:35:03-04:00
8273,5-Nitro-o-toluidine,99-55-8,,N,Y,N,N,"Organics, Other",Accepted,"Request Date: 25-Sep-19 Nemi.gov (nps.gov cas# review)| Not Assigned ; PFOA, Perfluorooctanoic Acid; 1040 ~ ",,2019-10-31T10:44:01-04:00
3549,5-Nitroacenaphthene,602-87-9,58495,Y,Y,N,N,Not Assigned,Accepted,Nemi.gov; Request Date: 02-MAY-11,,2011-05-02T08:39:31-04:00
2054,5-Nitrovanillin,6635-20-7,17163809,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:06-05:00
19693,"5-Octen-4-one, 1,1,1,2,2,3,3-heptafluoro-6-hydroxy-7,7-dimethyl-, (5E)-, compd. with (5Z)-1,1,1,2,2,3,3-heptafluoro-6-hydroxy-7,7-dimethyl-5-octen-4-one, dysprosium salt (2:1:1)",18323-98-3,1842165,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
19694,"5-Octen-4-one, 1,1,1,2,2,3,3-heptafluoro-6-hydroxy-7,7-dimethyl-, erbium salt, (5Z)- (3:1)",17978-75-5,1842166,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
30820,"5-Oxazolidinone, 3-methyl-2,2-bis(trifluoromethyl)-",6458-45-3,1984218,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-23T11:32:44-05:00
26268,"5-Oxazolidinone, 3-phenyl-2,2-bis(trifluoromethyl)-",57750-02-4,1984090,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
26671,"5-Oxazolidinone, 4-(4-diazo-3-oxobutyl)-2,2-bis(trifluoromethyl)-, (4S)-",675605-29-5,1984287,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
26278,"5-Oxazolidinone, 4-(hydroxymethyl)-2,2-bis(trifluoromethyl)-",150582-54-0,1983561,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
26237,"5-Oxazolidinone, 4-bromo-3-methyl-2,2-bis(trifluoromethyl)-",141364-20-7,1983522,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
17392,"5-Pentafluoroethyl-[1,3,4]thiadiazol-2-ylamine",51314-64-8,1973320,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
19682,5-Pentyl-2-[4-(tridecafluorohexyl)phenyl]pyridine,139030-54-9,1844672,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
483,5-Phenyldecane,4537-11-5,52450327,Y,N,N,N,Not Assigned,Accepted,Request Date: 3-Mar-07 (nps.gov cas# review),,2019-10-31T10:44:01-04:00
484,5-Phenyldodecane,2719-63-3,52450152,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:06-05:00
485,5-Phenyltetradecane,4534-56-9,52450251,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:06-05:00
486,5-Phenyltridecane,4534-50-3,52450194,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:07-05:00
487,5-Phenylundecane,4537-15-9,52450368,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:07-05:00
25954,"5-Thiazoleacetic acid, 2-[[2,2,2-trifluoro-1-[(1-oxopropyl)amino]-1-(trifluoromethyl)ethyl]amino]-, ethyl ester",4931-84-4,1983972,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
2951,5-Tolyltriazole,136-85-6,36764,Y,Y,N,N,"Organics, Other",Accepted,"Nemi.govRequest Date: 02-MAR-07| Organics, Other ; PFOA, Perfluorooctanoic Acid; 1040 ~ ",,2007-03-02T08:40:07-05:00
22551,"5-Trifluoromethylperfluoro-3,6-dioxanonane",66804-94-2,1849660,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:48-04:00
19844,"5-[(Heptadecafluorononenyl)oxy]-1,3-benzenedicarboxylic acid",96210-37-6,1844651,N,N,N,N,"PFOS, Perfluorooctane Sulfonate",Accepted,PFAS removal,,2020-06-19T02:02:40-04:00
19830,"5-[1,1,2-Trifluoro-2-(heptafluoropropoxy)ethoxy]benzene-1,3-dicarboxylic acid",1268707-97-6,1844652,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
22730,"5-[1,2,2,2-Tetrafluoro-1-(heptafluoropropoxy)ethyl]furan-2(5H)-one",143327-96-2,1849638,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:49-04:00
19915,"5-[1,2,2,2-Tetrafluoro-1-(heptafluoropropoxy)ethyl]uridine",144862-40-8,1844653,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
63806,"5-[2,2-Bis(trifluoromethyl)-3,3,4,4,5,5,5-heptafluoropentyl]benzene-1,3-diamine",,1992420,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
19900,"5-[2-(Ethenyloxy)ethoxy]-1,1,1,2,2,3,3,4,4-nonafluoropentane",572911-07-0,1844654,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
64815,5-[2-[[(Perfluorooctyl)sulfonyl]propylamino]ethoxy]-1-pentanesulfonic acid potassium salt,167162-23-4,1988890,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63824,"5-[3-({[(3,3,4,4,4-Pentafluorobutyl)sulfanyl]carbonyl}amino)propanamido]pentanoic acid",,1992421,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63817,"5-[3-({[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)sulfanyl]carbonyl}amino)propanamido]pentanoic acid",,1992422,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63836,5-[3-({[2-(Perfluorodecyl)ethylsulfanyl]carbonyl}amino)propanamido]pentanoic acid,,1992423,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63830,5-[3-({[2-(Perfluorododecyl)ethylsulfanyl]carbonyl}amino)propanamido]pentanoic acid,,1992424,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63848,5-[3-({[2-(Perfluorohexyl)ethylsulfanyl]carbonyl}amino)propanamido]pentanoic acid,,1992425,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63841,5-[3-({[2-(Perfluorooctyl)ethylsulfanyl]carbonyl}amino)propanamido]pentanoic acid,,1992426,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63761,5-[3-({[2-(Perfluorotetradecyl)ethylsulfanyl]carbonyl}amino)propanamido]pentanoic acid,,1992427,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63754,"5-[4-[4-(4,4,5,5,5-Pentafluoropentylsulfanyl)butoxy]phenyl]-6-phenyl-8,9-dihydro-7H-benzo[7]annulen-2-ol",,1992428,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63773,"5-[4-[5-(3,3,4,4,5,5,5-Heptafluoropentylsulfanyl)pentoxy]phenyl]-6-phenyl-8,9-dihydro-7H-benzo[7]annulen-2-ol",,1992429,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63149,5-[N-(4-Carboxybutyl)perfluorooctanesulfonamido]pentanoic acid,83903-90-6,1989653,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64948,5-[[Dimethyl(3-(perfluorohexyl)propyl)silyl]oxy]-3-methyl-1-pentyn-3-ol,1592562-42-9,1988864,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
16047,5-alpha-Androstanedione,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
62205,5-alpha-Dihydrotestosterone,521-18-6,1736780,N,N,N,N,Information,Accepted,5-alpha-Dihydrotestosterone,,2023-01-28T05:19:41-05:00
20420,"5-bromo-4,4,5,5-tetrafluoropentan-1-ol",222725-20-4,1851984,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
18382,5-fluoro-2-methyl-6-(pentafluoroethyl)pyrimidin-4(1h)-one,1548-79-4,1851851,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:35-04:00
7933,5-methylbenzotriazole***retired***use 5-Tolyltriazole,136-85-6,,Y,N,N,N,"Organics, Other",Deprecated,Request Date: 30-May-19 (nps.gov cas# review),5-TOLYLTRIAZOLE,2019-10-31T10:44:01-04:00
19671,"5-tert-Butyl-7-(heptafluoropropyl)-2-phenylpyrazolo[1,5-a]pyrimidine",346637-99-8,1844673,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
19889,"5-{[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)oxy]methyl}-1H-1,2,3-triazole",1447923-23-0,1844655,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
19874,"5-{[1,1,1,4,5,5,5-Heptafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-4-(trifluoromethyl)pent-2-en-2-yl]oxy}benzene-1,3-diamine",138781-42-7,1844656,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
19970,"5-{[1,1,1,4,5,5,5-Heptafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-4-(trifluoromethyl)pent-2-en-2-yl]oxy}benzene-1,3-dicarboxylic acid",97220-62-7,1844657,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
63891,5:1 Fluorotelomer amino ethyl trimethyl ammonium,,1992418,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63812,5:2 Fluorotelomer ketone sulfonate,,1992419,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
19636,"5H,5H-Perfluoro-4,6-nonanedione",113116-18-0,1844666,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
19625,5H-Octafluoropentanoic acid,376-72-7,1844667,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
22719,5H-Octafluoropentanoyl chloride,376-71-6,1973213,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:49-04:00
19610,5H-Octafluoropentanoyl fluoride,813-03-6,1844668,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
62959,5H-Perfluorohexanesulfonic acid,2089109-56-6,1989091,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
19613,5H-Perfluoropentanal,2648-47-7,1844669,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
7934,5a-Dihydrotestosterone,521-18-6,,N,N,N,N,"Organics, Other",Accepted,"Request Date: 08-APR-19| Not Assigned ; PFOA, Perfluorooctanoic Acid; 1040 ~ ",,2019-04-08T03:05:37-04:00
16045,5b(H)-Cholane,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
9277,5beta(H)-Cholane,,,N,N,N,N,Not Assigned,Accepted,,,2023-06-02T02:55:41-04:00
63161,"6,11,14,17-Tetraoxa-7-silaeicos-1-yn-3-ol, 7,7-dibutyl-13,15,15,16,18,18,19,19,20,20,20-undecafluoro-3-methyl-13,16-bis(trifluoromethyl)-",717825-76-8,1733996,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
20844,"6,13-Bis(heptadecafluorooctyl)pentacene",876517-48-5,1849487,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
63922,"6,6'-Bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-1,1'-binaphthalene-2,2'-diol",359699-85-7,1989251,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
19514,"6,6,7,7,7-Pentafluoroheptanoyl chloride",177352-63-5,1851909,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:39-04:00
20316,"6,6,7,7,8,8,8-Heptafluoro-2,2-dimethyl-3,4,5-octanetrione 4-(4-nitrophenyl)hydrazone",80284-51-1,1844688,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20305,"6,6,7,7,8,8,8-Heptafluoro-2-methylocta-3,5-dione",40002-62-8,1844689,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20396,"6,6,7,7,8,8,8-Heptafluoro-5,5-bis(trifluoromethyl)octa-1,3-diene",1429188-77-1,1844690,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
22046,"6,6,7,7,8,8,9,9,10,10,10-Undecafluorodec-1-en-3-one",144055-27-6,1849579,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
20385,"6,6,7,7,8,8,9,9,10,10,11,11,11-Tridecafluoro-4-iodoundecan-1-ol",132665-00-0,1844691,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20370,"6,6,7,7,8,8,9,9,10,10,11,11,11-Tridecafluoroundecan-1-ol",134052-02-1,1844692,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20359,"6,6,7,7,8,8,9,9,9-Nonafluoro-2,2-dimethylnon-4-en-3-one",105602-69-5,1844693,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20449,"6,6,7,7,8,8,9,9,9-Nonafluoro-3-methylnon-4-yn-3-ol",82721-69-5,1844694,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20438,"6,6,7,7,8,8,9,9,9-Nonafluorononan-1-ol",219557-62-7,1844695,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
22092,"6,6,7,7,8,8,9,9-Octafluoro-2,2-dimethylnonane-3,5-dione",62679-65-6,1849050,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
16671,"6,6,7,7,8,8,9,9-Octafluorononane-3,5-dione",62679-63-4,1849154,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
16524,"6,6,7,7-Tetrafluoro-2,3-diazabicyclo[3.2.0]hept-2-ene",87102-51-0,1973773,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:29-04:00
19367,"6,6-Bis(hydroxymethyl)-4,8-bis{2,2,3,3-tetrafluoro-3-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]propyl}-3,9-dioxabicyclo[9.2.2]pentadeca-1(13),11,14-triene-2,10-dione",64344-49-6,1973506,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:39-04:00
17842,"6,6-Diethoxy-1,1,1,2,2,3,3-heptafluoro-5-iodohexane",89608-39-9,1849248,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:33-04:00
31765,"6,6-Dimethyloxan-2-one",2610-95-9,,N,N,N,N,Not Assigned,Accepted,,,2021-04-02T03:57:07-04:00
64054,"6,7,7,7-Tetrafluoro-N-(2-hydroxyethyl)-4-[2,3,3,3-tetrafluoro-2-(trifluoromethyl)propyl]-6-(trifluoromethyl)heptane-1-sulfonamide",,1992444,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
18002,"6,7-Dichloro-5,5,6,7,7-pentafluoro-4-(trifluoromethyl)hept-1-en-4-ol",594840-40-1,1973397,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:34-04:00
63359,"6,9,12,15-Tetraoxa-2-silaoctadecane, 2,2-dichloro-8,10,10,11,13,13,14,16,16,17,17,18,18,18-tetradecafluoro-8,11,14-tris(trifluoromethyl)-",122734-47-8,1988615,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
19760,"6-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-1,3-benzothiazol-2(3H)-one",1433216-60-4,1844674,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
19749,"6-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-1,3-benzoxazol-2(3H)-one",1248393-88-5,1844675,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
19734,"6-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-1H-benzotriazole",1433216-34-2,1844676,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
21084,"6-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexylsulfonyl)naphthalen-2-ol",7240-48-4,1850066,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
19724,"6-(1,1-Difluoroethoxy)-1,1,1,2,2,3,3,4,4,5,5-undecafluorohexane",197963-86-3,1844677,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
64202,"6-(1,2,2,2-Tetrafluoroethoxy)perfluorohexanoic acid",919005-53-1,1989794,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
19813,6-(1-Methylethylidene)-5-(triphenylphosphoranylidene)-(perfluoro)-nonan-4-one,139225-92-6,1844678,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
19802,"6-(2,2,3,3,4,4,4-Heptafluorobutoxy)hexan-1-ol",1207481-10-4,1844679,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
65194,"6-(2,2,3,3-Tetrafluoropropoxy)-1,3-benzothiazol-2-amine",1855907-41-3,1988947,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
22275,"6-(4-Hydroxyphenyl)-6-methyl-5-[9-(4,4,5,5,5-pentafluoropentane-1-sulfinyl)nonyl]-5,6,7,8-tetrahydronaphthalen-2-ol",101908-22-9,1851613,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
19787,"6-(Ethenyloxy)-1,1,1,2,2,3,3,4,4,5,5-undecafluorohexane",595-00-6,1844680,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
19776,"6-(Ethenyloxy)-1,1,1,2,2,3,3,4,4-nonafluorohexane",63391-84-4,1844681,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
20298,"6-(Heptafluoropropyl)-2-sulfanylidene-2,3-dihydropyrimidin-4(1H)-one",88191-88-2,1844682,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20287,6-(Heptafluoropropyl)pyridin-3-amine,317810-57-4,1844683,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20272,6-(Heptafluoropropyl)pyridine-3-carboxylic acid,1105981-44-9,1844684,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20247,6-(Nonafluorobutyl)-2-phenylpyrimidin-4(3H)-one,180748-44-1,1844685,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
20342,"6-(Nonafluorobutyl)-2-sulfanylidene-2,3-dihydropyrimidin-4(1H)-one",1426894-99-6,1844686,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
