TRANSECT,Group,Species,DEPTH_CLASS,Epi_Density_m3,DeepTow_Density_m3,Hypo_Density_m3,Total_Density_m3,Latitude,Longitude
PW8,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,3.704524195,NA,3.704524195,43.310733,-87.792083
PW8,Rotifera,Ascomorpha spp.,D,NA,57.9170734,NA,57.9170734,43.310733,-87.792083
PW8,Rotifera,Collotheca spp.,D,638.9673859,1125.497699,1063.159417,1764.465084,43.310733,-87.792083
PW8,Rotifera,Conochilus unicornis,D,1884.717134,7786.141848,7602.267005,9670.858982,43.310733,-87.792083
PW8,Rotifera,Gastropus spp.,D,31.71171471,140.1394397,137.0456139,171.8511544,43.310733,-87.792083
PW8,Rotifera,Kellicottia longispina,D,415.0921462,1404.782681,1364.285886,1819.874827,43.310733,-87.792083
PW8,Rotifera,Keratella spp.,D,1214.038033,1922.151109,1803.708374,3136.189142,43.310733,-87.792083
PW8,Rotifera,Polyarthra spp.,D,2300.282589,1805.41342,1580.995606,4105.696009,43.310733,-87.792083
PW8,Rotifera,Synchaeta spp.,D,830.6576016,958.3875156,877.3477496,1789.045117,43.310733,-87.792083
PW8,Rotifera,Trichocerca spp.,D,NA,35.01227136,NA,35.01227136,43.310733,-87.792083
PW8,Nauplii,Copepod nauplii,D,2619.766282,4609.557527,4353.970573,7229.323809,43.310733,-87.792083
PW8,Mollusks,Dreissenid Veligers,D,287.2986691,2916.90621,2888.877071,3204.204879,43.310733,-87.792083
RAC12,Cladoceran,Bythotrephes longimanus,S,0.986777916,0.395830687,0.176546706,1.382608603,42.821833,-87.671583
RAC12,Cladoceran,Cercopagis pengoi,S,3.947111663,17.54849381,16.67135789,21.49560547,42.821833,-87.671583
RAC12,Cladoceran,Bosmina longirostris,S,67.10089827,62.9370793,48.02576858,130.0379776,42.821833,-87.671583
RAC12,ImmatureCyclopoid,Cyclops copepodites,S,23.68266998,133.6588288,128.3960132,157.3414988,42.821833,-87.671583
RAC12,ImmatureCalanoid,Calanoid copepodites,S,126.8009622,1249.901367,1221.723376,1376.70233,42.821833,-87.671583
RAC12,ImmatureCalanoid,Epischura copepodites,S,15.78844665,7.916613749,4.408070048,23.7050604,42.821833,-87.671583
RAC12,AdultCyclopoid,Diacyclops thomasi,S,11.84133499,47.23579537,44.60438759,59.07713036,42.821833,-87.671583
RAC12,AdultCyclopoid,Diacyclops thomasi,S,11.84133499,47.23579537,44.60438759,59.07713036,42.821833,-87.671583
RAC12,AdultCyclopoid,Diacyclops thomasi,S,11.84133499,47.23579537,44.60438759,59.07713036,42.821833,-87.671583
RAC12,AdultCyclopoid,Diacyclops thomasi,S,11.84133499,47.23579537,44.60438759,59.07713036,42.821833,-87.671583
RAC12,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,1.973555832,NA,NA,1.973555832,42.821833,-87.671583
RAC12,AdultCalanoid,Leptodiaptomus ashlandi,S,3.947111663,157.0128394,156.1357034,160.959951,42.821833,-87.671583
RAC12,AdultCalanoid,Leptodiaptomus ashlandi,S,3.947111663,157.0128394,156.1357034,160.959951,42.821833,-87.671583
RAC12,AdultCalanoid,Leptodiaptomus minutus,S,176.139858,345.6921337,306.549943,521.8319917,42.821833,-87.671583
RAC12,AdultCalanoid,Leptodiaptomus minutus,S,176.139858,345.6921337,306.549943,521.8319917,42.821833,-87.671583
RAC12,AdultCalanoid,Leptodiaptomus minutus,S,176.139858,345.6921337,306.549943,521.8319917,42.821833,-87.671583
RAC12,AdultCalanoid,Leptodiaptomus minutus,S,176.139858,345.6921337,306.549943,521.8319917,42.821833,-87.671583
RAC12,Rotifera,Ascomorpha spp.,S,82.88934493,47.10385181,28.68399738,129.9931967,42.821833,-87.671583
RAC12,Rotifera,Collotheca spp.,S,1036.116812,707.481382,477.2332017,1743.598194,42.821833,-87.671583
RAC12,Rotifera,Conochilus unicornis,S,932.5051304,9857.635497,9650.412134,10790.14063,42.821833,-87.671583
RAC12,Rotifera,Gastropus spp.,S,51.80584058,47.10385181,35.59144279,98.90969239,42.821833,-87.671583
RAC12,Rotifera,Kellicottia longispina,S,62.16700869,330.1227933,316.3079025,392.289802,42.821833,-87.671583
RAC12,Rotifera,Keratella spp.,S,20.72233623,141.443499,136.8385354,162.1658352,42.821833,-87.671583
RAC12,Rotifera,Monostyla spp.,S,10.36116812,NA,NA,10.36116812,42.821833,-87.671583
RAC12,Rotifera,Polyarthra spp.,S,186.5010261,235.7831462,194.3384737,422.2841722,42.821833,-87.671583
RAC12,Rotifera,Synchaeta spp.,S,1087.922652,377.3585887,135.5979993,1465.281241,42.821833,-87.671583
RAC12,Nauplii,Copepod nauplii,S,2704.264878,1037.604175,436.6564247,3741.869054,42.821833,-87.671583
RAC12,Mollusks,Dreissenid Veligers,S,725.2817681,6933.370321,6772.196595,7658.652089,42.821833,-87.671583
RAC12,Cladoceran,Bythotrephes longimanus,D,0.986777916,0.395830687,0.176546706,1.382608603,42.821833,-87.671583
RAC12,Cladoceran,Cercopagis pengoi,D,3.947111663,17.54849381,16.67135789,21.49560547,42.821833,-87.671583
RAC12,Cladoceran,Bosmina longirostris,D,67.10089827,62.9370793,48.02576858,130.0379776,42.821833,-87.671583
RAC12,ImmatureCyclopoid,Cyclops copepodites,D,23.68266998,133.6588288,128.3960132,157.3414988,42.821833,-87.671583
RAC12,ImmatureCalanoid,Calanoid copepodites,D,126.8009622,1249.901367,1221.723376,1376.70233,42.821833,-87.671583
RAC12,ImmatureCalanoid,Epischura copepodites,D,15.78844665,7.916613749,4.408070048,23.7050604,42.821833,-87.671583
RAC12,Harpacticoid,Harpacticoid copepodites,D,NA,7.916613749,NA,7.916613749,42.821833,-87.671583
RAC12,AdultCyclopoid,Diacyclops thomasi,D,11.84133499,47.23579537,44.60438759,59.07713036,42.821833,-87.671583
RAC12,AdultCyclopoid,Diacyclops thomasi,D,11.84133499,47.23579537,44.60438759,59.07713036,42.821833,-87.671583
RAC12,AdultCyclopoid,Diacyclops thomasi,D,11.84133499,47.23579537,44.60438759,59.07713036,42.821833,-87.671583
RAC12,AdultCyclopoid,Diacyclops thomasi,D,11.84133499,47.23579537,44.60438759,59.07713036,42.821833,-87.671583
RAC12,AdultCalanoid,Leptodiaptomus ashlandi,D,3.947111663,157.0128394,156.1357034,160.959951,42.821833,-87.671583
RAC12,AdultCalanoid,Leptodiaptomus ashlandi,D,3.947111663,157.0128394,156.1357034,160.959951,42.821833,-87.671583
RAC12,AdultCalanoid,Leptodiaptomus minutus,D,176.139858,345.6921337,306.549943,521.8319917,42.821833,-87.671583
RAC12,AdultCalanoid,Leptodiaptomus minutus,D,176.139858,345.6921337,306.549943,521.8319917,42.821833,-87.671583
RAC12,AdultCalanoid,Leptodiaptomus minutus,D,176.139858,345.6921337,306.549943,521.8319917,42.821833,-87.671583
RAC12,AdultCalanoid,Leptodiaptomus minutus,D,176.139858,345.6921337,306.549943,521.8319917,42.821833,-87.671583
RAC12,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,31.666455,NA,31.666455,42.821833,-87.671583
RAC12,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,31.666455,NA,31.666455,42.821833,-87.671583
RAC12,AdultCalanoid,Epischura lacustris,D,NA,7.916613749,NA,7.916613749,42.821833,-87.671583
RAC12,Rotifera,Ascomorpha spp.,D,82.88934493,47.10385181,28.68399738,129.9931967,42.821833,-87.671583
RAC12,Rotifera,Collotheca spp.,D,1036.116812,707.481382,477.2332017,1743.598194,42.821833,-87.671583
RAC12,Rotifera,Conochilus unicornis,D,932.5051304,9857.635497,9650.412134,10790.14063,42.821833,-87.671583
RAC12,Rotifera,Gastropus spp.,D,51.80584058,47.10385181,35.59144279,98.90969239,42.821833,-87.671583
RAC12,Rotifera,Kellicottia longispina,D,62.16700869,330.1227933,316.3079025,392.289802,42.821833,-87.671583
RAC12,Rotifera,Keratella spp.,D,20.72233623,141.443499,136.8385354,162.1658352,42.821833,-87.671583
RAC12,Rotifera,Ploesoma hudsoni,D,NA,47.10385181,NA,47.10385181,42.821833,-87.671583
RAC12,Rotifera,Polyarthra spp.,D,186.5010261,235.7831462,194.3384737,422.2841722,42.821833,-87.671583
RAC12,Rotifera,Synchaeta spp.,D,1087.922652,377.3585887,135.5979993,1465.281241,42.821833,-87.671583
RAC12,Nauplii,Copepod nauplii,D,2704.264878,1037.604175,436.6564247,3741.869054,42.821833,-87.671583
RAC12,Mollusks,Dreissenid Veligers,D,725.2817681,6933.370321,6772.196595,7658.652089,42.821833,-87.671583
RAC17,Cladoceran,Bosmina longirostris,S,14.05626096,11.0347157,8.053084585,25.09097666,42.818667,-87.61005
RAC17,Cladoceran,Daphnia galeata mendotae,S,9.663679409,NA,NA,9.663679409,42.818667,-87.61005
RAC17,Cladoceran,Polyphemus pediculus,S,1.46419385,NA,NA,1.46419385,42.818667,-87.61005
RAC17,ImmatureCyclopoid,Cyclops copepodites,S,117.4283468,4504.978983,4480.06994,4622.40733,42.818667,-87.61005
RAC17,ImmatureCalanoid,Calanoid copepodites,S,115.9641529,3748.650561,3724.052104,3864.614714,42.818667,-87.61005
RAC17,ImmatureCalanoid,Epischura copepodites,S,4.09974278,NA,NA,4.09974278,42.818667,-87.61005
RAC17,AdultCyclopoid,Diacyclops thomasi,S,5.856775399,474.0423784,472.8000321,479.8991538,42.818667,-87.61005
RAC17,AdultCyclopoid,Diacyclops thomasi,S,5.856775399,474.0423784,472.8000321,479.8991538,42.818667,-87.61005
RAC17,AdultCyclopoid,Diacyclops thomasi,S,5.856775399,474.0423784,472.8000321,479.8991538,42.818667,-87.61005
RAC17,AdultCyclopoid,Diacyclops thomasi,S,5.856775399,474.0423784,472.8000321,479.8991538,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus ashlandi,S,7.028130479,1003.258335,1001.76752,1010.286466,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus ashlandi,S,7.028130479,1003.258335,1001.76752,1010.286466,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus ashlandi,S,7.028130479,1003.258335,1001.76752,1010.286466,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus ashlandi,S,7.028130479,1003.258335,1001.76752,1010.286466,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus minutus,S,78.18795158,398.9387522,382.3534291,477.1267038,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus minutus,S,78.18795158,398.9387522,382.3534291,477.1267038,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus minutus,S,78.18795158,398.9387522,382.3534291,477.1267038,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus minutus,S,78.18795158,398.9387522,382.3534291,477.1267038,42.818667,-87.61005
RAC17,Rotifera,Ascomorpha spp.,S,89.02298607,187.8716647,168.988001,276.8946508,42.818667,-87.61005
RAC17,Rotifera,Collotheca spp.,S,702.2273704,2100.199155,1951.241834,2802.426525,42.818667,-87.61005
RAC17,Rotifera,Conochilus unicornis,S,1266.234841,6610.357698,6341.762429,7876.59254,42.818667,-87.61005
RAC17,Rotifera,Gastropus spp.,S,9.956518179,75.61032235,73.49833365,85.56684053,42.818667,-87.61005
RAC17,Rotifera,Kellicottia longispina,S,286.9819946,479.8412341,418.9662656,766.8232287,42.818667,-87.61005
RAC17,Rotifera,Keratella spp.,S,138.5127382,250.5893856,221.2078956,389.1021237,42.818667,-87.61005
RAC17,Rotifera,Polyarthra spp.,S,69.10994971,417.5176103,402.857924,486.62756,42.818667,-87.61005
RAC17,Rotifera,Synchaeta spp.,S,1078.232351,138.3280432,138.3280432,1216.560394,42.818667,-87.61005
RAC17,Nauplii,Copepod nauplii,S,2314.890477,5501.931766,5010.894393,7816.822243,42.818667,-87.61005
RAC17,Mollusks,Dreissenid Veligers,S,257.11244,2215.838471,2161.299469,2472.950912,42.818667,-87.61005
RAC17,Cladoceran,Bythotrephes longimanus,D,NA,0.788193978,NA,0.788193978,42.818667,-87.61005
RAC17,Cladoceran,Bosmina longirostris,D,14.05626096,11.0347157,8.053084585,25.09097666,42.818667,-87.61005
RAC17,ImmatureCyclopoid,Cyclops copepodites,D,117.4283468,4504.978983,4480.06994,4622.40733,42.818667,-87.61005
RAC17,ImmatureCalanoid,Calanoid copepodites,D,115.9641529,3748.650561,3724.052104,3864.614714,42.818667,-87.61005
RAC17,AdultCyclopoid,Diacyclops thomasi,D,5.856775399,474.0423784,472.8000321,479.8991538,42.818667,-87.61005
RAC17,AdultCyclopoid,Diacyclops thomasi,D,5.856775399,474.0423784,472.8000321,479.8991538,42.818667,-87.61005
RAC17,AdultCyclopoid,Diacyclops thomasi,D,5.856775399,474.0423784,472.8000321,479.8991538,42.818667,-87.61005
RAC17,AdultCyclopoid,Diacyclops thomasi,D,5.856775399,474.0423784,472.8000321,479.8991538,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus ashlandi,D,7.028130479,1003.258335,1001.76752,1010.286466,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus ashlandi,D,7.028130479,1003.258335,1001.76752,1010.286466,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus ashlandi,D,7.028130479,1003.258335,1001.76752,1010.286466,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus ashlandi,D,7.028130479,1003.258335,1001.76752,1010.286466,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus minutus,D,78.18795158,398.9387522,382.3534291,477.1267038,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus minutus,D,78.18795158,398.9387522,382.3534291,477.1267038,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus minutus,D,78.18795158,398.9387522,382.3534291,477.1267038,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus minutus,D,78.18795158,398.9387522,382.3534291,477.1267038,42.818667,-87.61005
RAC17,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,44.13886279,NA,44.13886279,42.818667,-87.61005
RAC17,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,44.13886279,NA,44.13886279,42.818667,-87.61005
RAC17,AdultCalanoid,Leptodiaptomus sicilis,D,NA,5.517357849,NA,5.517357849,42.818667,-87.61005
RAC17,Rotifera,Ascomorpha spp.,D,89.02298607,187.8716647,168.988001,276.8946508,42.818667,-87.61005
RAC17,Rotifera,Collotheca spp.,D,702.2273704,2100.199155,1951.241834,2802.426525,42.818667,-87.61005
RAC17,Rotifera,Conochilus unicornis,D,1266.234841,6610.357698,6341.762429,7876.59254,42.818667,-87.61005
RAC17,Rotifera,Gastropus spp.,D,9.956518179,75.61032235,73.49833365,85.56684053,42.818667,-87.61005
RAC17,Rotifera,Kellicottia longispina,D,286.9819946,479.8412341,418.9662656,766.8232287,42.818667,-87.61005
RAC17,Rotifera,Keratella spp.,D,138.5127382,250.5893856,221.2078956,389.1021237,42.818667,-87.61005
RAC17,Rotifera,Polyarthra spp.,D,69.10994971,417.5176103,402.857924,486.62756,42.818667,-87.61005
RAC17,Rotifera,Synchaeta spp.,D,1078.232351,138.3280432,138.3280432,1216.560394,42.818667,-87.61005
RAC17,Nauplii,Copepod nauplii,D,2314.890477,5501.931766,5010.894393,7816.822243,42.818667,-87.61005
RAC17,Mollusks,Dreissenid Veligers,D,257.11244,2215.838471,2161.299469,2472.950912,42.818667,-87.61005
RAC23,Cladoceran,Bythotrephes longimanus,S,1.70312088,1.938313763,1.484148195,3.641434643,42.8182,-87.5386
RAC23,Cladoceran,Bosmina longirostris,S,2.043745056,NA,NA,2.043745056,42.8182,-87.5386
RAC23,Cladoceran,Daphnia galeata mendotae,S,25.5468132,333.5976437,326.7851602,359.1444569,42.8182,-87.5386
RAC23,ImmatureCyclopoid,Cyclops copepodites,S,102.1872528,5107.110638,5079.860704,5209.297891,42.8182,-87.5386
RAC23,ImmatureCalanoid,Calanoid copepodites,S,123.6465759,3197.871582,3164.899162,3321.518158,42.8182,-87.5386
RAC23,ImmatureCalanoid,Epischura copepodites,S,78.34356047,15.43728461,15.43728461,93.78084508,42.8182,-87.5386
RAC23,AdultCyclopoid,Diacyclops thomasi,S,5.790610991,1108.577022,1107.032859,1114.367633,42.8182,-87.5386
RAC23,AdultCyclopoid,Diacyclops thomasi,S,5.790610991,1108.577022,1107.032859,1114.367633,42.8182,-87.5386
RAC23,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,2.043745056,NA,NA,2.043745056,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus ashlandi,S,11.92184616,1488.62497,1485.445811,1500.546816,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus ashlandi,S,11.92184616,1488.62497,1485.445811,1500.546816,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus ashlandi,S,11.92184616,1488.62497,1485.445811,1500.546816,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus ashlandi,S,11.92184616,1488.62497,1485.445811,1500.546816,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus minutus,S,100.1435077,693.3625233,666.6575879,793.506031,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus minutus,S,100.1435077,693.3625233,666.6575879,793.506031,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus minutus,S,100.1435077,693.3625233,666.6575879,793.506031,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus minutus,S,100.1435077,693.3625233,666.6575879,793.506031,42.8182,-87.5386
RAC23,AdultCalanoid,Skistodiaptomus oregonensis,S,4.087490111,23.12131417,22.03131681,27.20880429,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus sicilis,S,2.043745056,71.85606022,71.31106154,73.89980528,42.8182,-87.5386
RAC23,Rotifera,Asplanchna spp,S,13.96559121,109.0993747,105.375217,123.0649659,42.8182,-87.5386
RAC23,Rotifera,Collotheca spp.,S,1069.900537,1518.391931,1233.085122,2588.292468,42.8182,-87.5386
RAC23,Rotifera,Conochilus unicornis,S,1180.944018,27566.62911,27251.71071,28747.57313,42.8182,-87.5386
RAC23,Rotifera,Gastropus spp.,S,27.93118243,340.5201929,333.0718776,368.4513753,42.8182,-87.5386
RAC23,Rotifera,Kellicottia longispina,S,180.5308133,406.3536353,358.2120851,586.8844486,42.8182,-87.5386
RAC23,Rotifera,Ploesoma truncatum,S,27.93118243,NA,NA,27.93118243,42.8182,-87.5386
RAC23,Rotifera,Polyarthra spp.,S,55.52174068,NA,NA,55.52174068,42.8182,-87.5386
RAC23,Rotifera,Synchaeta spp.,S,1208.8752,553.1116774,230.7449573,1761.986878,42.8182,-87.5386
RAC23,Nauplii,Copepod nauplii,S,4348.748854,10465.23291,9305.566548,14813.98176,42.8182,-87.5386
RAC23,Mollusks,Dreissenid Veligers,S,55.52174068,1786.986839,1772.181041,1842.508579,42.8182,-87.5386
RAC23,Cladoceran,Bythotrephes longimanus,D,1.70312088,1.938313763,1.484148195,3.641434643,42.8182,-87.5386
RAC23,Cladoceran,Cercopagis pengoi,D,NA,0.069225492,NA,0.069225492,42.8182,-87.5386
RAC23,Cladoceran,Daphnia galeata mendotae,D,25.5468132,333.5976437,326.7851602,359.1444569,42.8182,-87.5386
RAC23,ImmatureCyclopoid,Cyclops copepodites,D,102.1872528,5107.110638,5079.860704,5209.297891,42.8182,-87.5386
RAC23,ImmatureCalanoid,Calanoid copepodites,D,123.6465759,3197.871582,3164.899162,3321.518158,42.8182,-87.5386
RAC23,ImmatureCalanoid,Epischura copepodites,D,78.34356047,15.43728461,15.43728461,93.78084508,42.8182,-87.5386
RAC23,AdultCyclopoid,Diacyclops thomasi,D,5.790610991,1108.577022,1107.032859,1114.367633,42.8182,-87.5386
RAC23,AdultCyclopoid,Diacyclops thomasi,D,5.790610991,1108.577022,1107.032859,1114.367633,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus ashlandi,D,11.92184616,1488.62497,1485.445811,1500.546816,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus ashlandi,D,11.92184616,1488.62497,1485.445811,1500.546816,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus ashlandi,D,11.92184616,1488.62497,1485.445811,1500.546816,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus ashlandi,D,11.92184616,1488.62497,1485.445811,1500.546816,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus minutus,D,100.1435077,693.3625233,666.6575879,793.506031,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus minutus,D,100.1435077,693.3625233,666.6575879,793.506031,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus minutus,D,100.1435077,693.3625233,666.6575879,793.506031,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus minutus,D,100.1435077,693.3625233,666.6575879,793.506031,42.8182,-87.5386
RAC23,AdultCalanoid,Skistodiaptomus oregonensis,D,4.087490111,23.12131417,22.03131681,27.20880429,42.8182,-87.5386
RAC23,AdultCalanoid,Leptodiaptomus sicilis,D,2.043745056,71.85606022,71.31106154,73.89980528,42.8182,-87.5386
RAC23,AdultCalanoid,Epischura lacustris,D,NA,64.10280517,NA,64.10280517,42.8182,-87.5386
RAC23,Rotifera,Asplanchna spp,D,13.96559121,109.0993747,105.375217,123.0649659,42.8182,-87.5386
RAC23,Rotifera,Collotheca spp.,D,1069.900537,1518.391931,1233.085122,2588.292468,42.8182,-87.5386
RAC23,Rotifera,Conochilus unicornis,D,1180.944018,27566.62911,27251.71071,28747.57313,42.8182,-87.5386
RAC23,Rotifera,Gastropus spp.,D,27.93118243,340.5201929,333.0718776,368.4513753,42.8182,-87.5386
RAC23,Rotifera,Kellicottia longispina,D,180.5308133,406.3536353,358.2120851,586.8844486,42.8182,-87.5386
RAC23,Rotifera,Synchaeta spp.,D,1208.8752,553.1116774,230.7449573,1761.986878,42.8182,-87.5386
RAC23,Nauplii,Copepod nauplii,D,4348.748854,10465.23291,9305.566548,14813.98176,42.8182,-87.5386
RAC23,Mollusks,Dreissenid Veligers,D,55.52174068,1786.986839,1772.181041,1842.508579,42.8182,-87.5386
RAC30,Cladoceran,Bythotrephes longimanus,S,2.304033341,NA,NA,2.304033341,42.814983,-87.456317
RAC30,Cladoceran,Daphnia galeata mendotae,S,19.71228525,NA,NA,19.71228525,42.814983,-87.456317
RAC30,ImmatureCyclopoid,Cyclops copepodites,S,224.2592452,NA,NA,224.2592452,42.814983,-87.456317
RAC30,ImmatureCalanoid,Calanoid copepodites,S,253.6996712,NA,NA,253.6996712,42.814983,-87.456317
RAC30,ImmatureCalanoid,Epischura copepodites,S,39.4245705,NA,NA,39.4245705,42.814983,-87.456317
RAC30,AdultCyclopoid,Diacyclops thomasi,S,39.4245705,NA,NA,39.4245705,42.814983,-87.456317
RAC30,AdultCyclopoid,Diacyclops thomasi,S,39.4245705,NA,NA,39.4245705,42.814983,-87.456317
RAC30,AdultCalanoid,Leptodiaptomus ashlandi,S,19.71228525,NA,NA,19.71228525,42.814983,-87.456317
RAC30,AdultCalanoid,Leptodiaptomus ashlandi,S,19.71228525,NA,NA,19.71228525,42.814983,-87.456317
RAC30,AdultCalanoid,Leptodiaptomus minutus,S,51.71274832,NA,NA,51.71274832,42.814983,-87.456317
RAC30,AdultCalanoid,Leptodiaptomus minutus,S,51.71274832,NA,NA,51.71274832,42.814983,-87.456317
RAC30,AdultCalanoid,Leptodiaptomus sicilis,S,2.560037046,NA,NA,2.560037046,42.814983,-87.456317
RAC30,AdultCalanoid,Epischura lacustris,S,2.560037046,NA,NA,2.560037046,42.814983,-87.456317
RAC30,Rotifera,Ascomorpha spp.,S,31.74445937,NA,NA,31.74445937,42.814983,-87.456317
RAC30,Rotifera,Asplanchna spp,S,10.49615189,NA,NA,10.49615189,42.814983,-87.456317
RAC30,Rotifera,Collotheca spp.,S,622.8570132,NA,NA,622.8570132,42.814983,-87.456317
RAC30,Rotifera,Conochilus unicornis,S,1710.36075,NA,NA,1710.36075,42.814983,-87.456317
RAC30,Rotifera,Gastropus spp.,S,63.23291503,NA,NA,63.23291503,42.814983,-87.456317
RAC30,Rotifera,Kellicottia longispina,S,73.98507062,NA,NA,73.98507062,42.814983,-87.456317
RAC30,Rotifera,Keratella spp.,S,52.73676314,NA,NA,52.73676314,42.814983,-87.456317
RAC30,Rotifera,Polyarthra spp.,S,147.7141375,NA,NA,147.7141375,42.814983,-87.456317
RAC30,Rotifera,Synchaeta spp.,S,221.6992082,NA,NA,221.6992082,42.814983,-87.456317
RAC30,Nauplii,Copepod nauplii,S,2723.623413,NA,NA,2723.623413,42.814983,-87.456317
RAC30,Mollusks,Dreissenid Veligers,S,137.2179856,NA,NA,137.2179856,42.814983,-87.456317
RAC38,Cladoceran,Bythotrephes longimanus,S,0.260926853,NA,NA,0.260926853,42.810217,-87.3572
RAC38,Cladoceran,Bosmina longirostris,S,3.392049086,NA,NA,3.392049086,42.810217,-87.3572
RAC38,ImmatureCyclopoid,Cyclops copepodites,S,51.14166314,4087.00021,4068.058853,4138.141873,42.810217,-87.3572
RAC38,ImmatureCalanoid,Calanoid copepodites,S,493.1517517,8161.567411,7978.918614,8654.719162,42.810217,-87.3572
RAC38,ImmatureCalanoid,Epischura copepodites,S,33.92049086,52.75920171,40.19605695,86.67969257,42.810217,-87.3572
RAC38,AdultCyclopoid,Diacyclops thomasi,S,3.392049086,968.9097659,967.6534514,972.301815,42.810217,-87.3572
RAC38,AdultCyclopoid,Diacyclops thomasi,S,3.392049086,968.9097659,967.6534514,972.301815,42.810217,-87.3572
RAC38,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,3.392049086,NA,NA,3.392049086,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus ashlandi,S,6.784098171,949.6656308,947.1530019,956.449729,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus ashlandi,S,6.784098171,949.6656308,947.1530019,956.449729,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus minutus,S,170.124308,949.6656308,886.6566279,1119.789939,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus minutus,S,170.124308,949.6656308,886.6566279,1119.789939,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus minutus,S,170.124308,949.6656308,886.6566279,1119.789939,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus minutus,S,170.124308,949.6656308,886.6566279,1119.789939,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus sicilis,S,3.392049086,NA,NA,3.392049086,42.810217,-87.3572
RAC38,AdultCalanoid,Epischura lacustris,S,10.17614726,52.75920171,48.99025828,62.93534897,42.810217,-87.3572
RAC38,Rotifera,Asplanchna spp,S,12.00263523,NA,NA,12.00263523,42.810217,-87.3572
RAC38,Rotifera,Collotheca spp.,S,261.9705601,1890.790325,1793.764192,2152.760885,42.810217,-87.3572
RAC38,Rotifera,Kellicottia longispina,S,690.4124523,838.4172321,582.7089165,1528.829684,42.810217,-87.3572
RAC38,Rotifera,Keratella spp.,S,35.74697882,NA,NA,35.74697882,42.810217,-87.3572
RAC38,Rotifera,Polyarthra spp.,S,23.7443436,448.0207621,439.2265607,471.7651057,42.810217,-87.3572
RAC38,Rotifera,Synchaeta spp.,S,12.00263523,358.1787608,353.7333404,370.181396,42.810217,-87.3572
RAC38,Nauplii,Copepod nauplii,S,1928.510369,6017.468049,5303.20495,7945.978418,42.810217,-87.3572
RAC38,Mollusks,Dreissenid Veligers,S,142.7269884,1426.228256,1373.366409,1568.955245,42.810217,-87.3572
RAC38,ImmatureCyclopoid,Cyclops copepodites,D,51.14166314,4087.00021,4068.058853,4138.141873,42.810217,-87.3572
